,STATION ID,TIME,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,Usage
163164,75,2018-08-06 20:00:00,JAMES STREET,40,40,100.0
163176,75,2018-08-06 21:00:00,JAMES STREET,40,39,97.5
163188,75,2018-08-06 22:00:00,JAMES STREET,40,38,95.0
163200,75,2018-08-06 23:00:00,JAMES STREET,40,37,92.5
169548,98,2018-08-06 00:00:00,FREDERICK STREET SOUTH,40,21,52.5
169560,98,2018-08-06 01:00:00,FREDERICK STREET SOUTH,40,21,52.5
169572,98,2018-08-06 02:00:00,FREDERICK STREET SOUTH,40,21,52.5
169584,98,2018-08-06 03:00:00,FREDERICK STREET SOUTH,40,21,52.5
169596,98,2018-08-06 04:00:00,FREDERICK STREET SOUTH,40,21,52.5
169608,98,2018-08-06 05:00:00,FREDERICK STREET SOUTH,40,21,52.5
169620,98,2018-08-06 06:00:00,FREDERICK STREET SOUTH,40,21,52.5
169632,98,2018-08-06 07:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
169644,98,2018-08-06 08:00:00,FREDERICK STREET SOUTH,40,21,52.5
169656,98,2018-08-06 09:00:00,FREDERICK STREET SOUTH,40,18,45.0
169668,98,2018-08-06 10:00:00,FREDERICK STREET SOUTH,40,18,45.0
169680,98,2018-08-06 11:00:00,FREDERICK STREET SOUTH,40,14,35.0
169692,98,2018-08-06 12:00:00,FREDERICK STREET SOUTH,40,13,32.5
169704,98,2018-08-06 13:00:00,FREDERICK STREET SOUTH,40,8,20.0
169716,98,2018-08-06 14:00:00,FREDERICK STREET SOUTH,40,1,2.5
169728,98,2018-08-06 15:00:00,FREDERICK STREET SOUTH,40,0,0.0
169740,98,2018-08-06 16:00:00,FREDERICK STREET SOUTH,40,1,2.5
169752,98,2018-08-06 17:00:00,FREDERICK STREET SOUTH,40,5,12.5
169764,98,2018-08-06 18:00:00,FREDERICK STREET SOUTH,40,8,20.0
169776,98,2018-08-06 19:00:00,FREDERICK STREET SOUTH,40,8,20.0
169788,98,2018-08-06 20:00:00,FREDERICK STREET SOUTH,40,8,20.0
169800,98,2018-08-06 21:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
169812,98,2018-08-06 22:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
169824,98,2018-08-06 23:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
192876,69,2018-08-07 00:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
192888,69,2018-08-07 01:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
192900,69,2018-08-07 02:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
192912,69,2018-08-07 03:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
192924,69,2018-08-07 04:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
192936,69,2018-08-07 05:00:00,GRAND CANAL DOCK,40,8,20.0
192948,69,2018-08-07 06:00:00,GRAND CANAL DOCK,40,16,40.0
192960,69,2018-08-07 07:00:00,GRAND CANAL DOCK,40,0,0.0
192972,69,2018-08-07 08:00:00,GRAND CANAL DOCK,40,0,0.0
192984,69,2018-08-07 09:00:00,GRAND CANAL DOCK,40,0,0.0
192996,69,2018-08-07 10:00:00,GRAND CANAL DOCK,40,2,5.0
193008,69,2018-08-07 11:00:00,GRAND CANAL DOCK,40,4,10.0
193020,69,2018-08-07 12:00:00,GRAND CANAL DOCK,40,0,0.0
193032,69,2018-08-07 13:00:00,GRAND CANAL DOCK,40,4,10.0
193044,69,2018-08-07 14:00:00,GRAND CANAL DOCK,40,1,2.5
193056,69,2018-08-07 15:00:00,GRAND CANAL DOCK,40,8,20.0
193068,69,2018-08-07 16:00:00,GRAND CANAL DOCK,40,30,75.0
193080,69,2018-08-07 17:00:00,GRAND CANAL DOCK,40,38,95.0
193092,69,2018-08-07 18:00:00,GRAND CANAL DOCK,40,40,100.0
193104,69,2018-08-07 19:00:00,GRAND CANAL DOCK,40,40,100.0
193116,69,2018-08-07 20:00:00,GRAND CANAL DOCK,40,40,100.0
193128,69,2018-08-07 21:00:00,GRAND CANAL DOCK,40,39,97.5
193140,69,2018-08-07 22:00:00,GRAND CANAL DOCK,40,36,90.0
193152,69,2018-08-07 23:00:00,GRAND CANAL DOCK,40,37,92.5
194604,75,2018-08-07 00:00:00,JAMES STREET,40,36,90.0
194616,75,2018-08-07 01:00:00,JAMES STREET,40,36,90.0
194628,75,2018-08-07 02:00:00,JAMES STREET,40,36,90.0
194640,75,2018-08-07 03:00:00,JAMES STREET,40,36,90.0
194652,75,2018-08-07 04:00:00,JAMES STREET,40,36,90.0
194664,75,2018-08-07 05:00:00,JAMES STREET,40,36,90.0
194676,75,2018-08-07 06:00:00,JAMES STREET,40,37,92.5
194688,75,2018-08-07 07:00:00,JAMES STREET,40,40,100.0
194700,75,2018-08-07 08:00:00,JAMES STREET,40,40,100.0
194712,75,2018-08-07 09:00:00,JAMES STREET,40,38,95.0
194724,75,2018-08-07 10:00:00,JAMES STREET,40,39,97.5
194736,75,2018-08-07 11:00:00,JAMES STREET,40,39,97.5
194748,75,2018-08-07 12:00:00,JAMES STREET,40,39,97.5
194760,75,2018-08-07 13:00:00,JAMES STREET,40,40,100.0
194772,75,2018-08-07 14:00:00,JAMES STREET,40,34,85.0
194784,75,2018-08-07 15:00:00,JAMES STREET,40,39,97.5
194796,75,2018-08-07 16:00:00,JAMES STREET,40,37,92.5
194808,75,2018-08-07 17:00:00,JAMES STREET,40,23,57.49999999999999
194820,75,2018-08-07 18:00:00,JAMES STREET,40,21,52.5
194832,75,2018-08-07 19:00:00,JAMES STREET,40,17,42.5
194844,75,2018-08-07 20:00:00,JAMES STREET,40,9,22.5
194856,75,2018-08-07 21:00:00,JAMES STREET,40,9,22.5
194868,75,2018-08-07 22:00:00,JAMES STREET,40,7,17.5
194880,75,2018-08-07 23:00:00,JAMES STREET,40,0,0.0
201228,98,2018-08-07 00:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201240,98,2018-08-07 01:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201252,98,2018-08-07 02:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201264,98,2018-08-07 03:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201276,98,2018-08-07 04:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201288,98,2018-08-07 05:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
201300,98,2018-08-07 06:00:00,FREDERICK STREET SOUTH,40,10,25.0
201312,98,2018-08-07 07:00:00,FREDERICK STREET SOUTH,40,10,25.0
201324,98,2018-08-07 08:00:00,FREDERICK STREET SOUTH,40,12,30.0
201336,98,2018-08-07 09:00:00,FREDERICK STREET SOUTH,40,4,10.0
201348,98,2018-08-07 10:00:00,FREDERICK STREET SOUTH,40,3,7.5
201360,98,2018-08-07 11:00:00,FREDERICK STREET SOUTH,40,0,0.0
201372,98,2018-08-07 12:00:00,FREDERICK STREET SOUTH,40,3,7.5
201384,98,2018-08-07 13:00:00,FREDERICK STREET SOUTH,40,2,5.0
201396,98,2018-08-07 14:00:00,FREDERICK STREET SOUTH,40,2,5.0
201408,98,2018-08-07 15:00:00,FREDERICK STREET SOUTH,40,5,12.5
201420,98,2018-08-07 16:00:00,FREDERICK STREET SOUTH,40,5,12.5
201432,98,2018-08-07 17:00:00,FREDERICK STREET SOUTH,40,14,35.0
201444,98,2018-08-07 18:00:00,FREDERICK STREET SOUTH,40,29,72.5
201456,98,2018-08-07 19:00:00,FREDERICK STREET SOUTH,40,34,85.0
201468,98,2018-08-07 20:00:00,FREDERICK STREET SOUTH,40,39,97.5
201480,98,2018-08-07 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
201492,98,2018-08-07 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
201504,98,2018-08-07 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
224556,69,2018-08-08 00:00:00,GRAND CANAL DOCK,40,38,95.0
224568,69,2018-08-08 01:00:00,GRAND CANAL DOCK,40,38,95.0
224580,69,2018-08-08 02:00:00,GRAND CANAL DOCK,40,38,95.0
224592,69,2018-08-08 03:00:00,GRAND CANAL DOCK,40,38,95.0
224604,69,2018-08-08 04:00:00,GRAND CANAL DOCK,40,38,95.0
224616,69,2018-08-08 05:00:00,GRAND CANAL DOCK,40,39,97.5
224628,69,2018-08-08 06:00:00,GRAND CANAL DOCK,40,25,62.5
224640,69,2018-08-08 07:00:00,GRAND CANAL DOCK,40,31,77.5
224652,69,2018-08-08 08:00:00,GRAND CANAL DOCK,40,5,12.5
224664,69,2018-08-08 09:00:00,GRAND CANAL DOCK,40,1,2.5
224676,69,2018-08-08 10:00:00,GRAND CANAL DOCK,40,1,2.5
224688,69,2018-08-08 11:00:00,GRAND CANAL DOCK,40,6,15.0
224700,69,2018-08-08 12:00:00,GRAND CANAL DOCK,40,5,12.5
224712,69,2018-08-08 13:00:00,GRAND CANAL DOCK,40,0,0.0
224724,69,2018-08-08 14:00:00,GRAND CANAL DOCK,40,1,2.5
224736,69,2018-08-08 15:00:00,GRAND CANAL DOCK,40,9,22.5
224748,69,2018-08-08 16:00:00,GRAND CANAL DOCK,40,29,72.5
224760,69,2018-08-08 17:00:00,GRAND CANAL DOCK,40,40,100.0
224772,69,2018-08-08 18:00:00,GRAND CANAL DOCK,40,40,100.0
224784,69,2018-08-08 19:00:00,GRAND CANAL DOCK,40,40,100.0
224796,69,2018-08-08 20:00:00,GRAND CANAL DOCK,40,38,95.0
224808,69,2018-08-08 21:00:00,GRAND CANAL DOCK,40,39,97.5
224820,69,2018-08-08 22:00:00,GRAND CANAL DOCK,40,40,100.0
224832,69,2018-08-08 23:00:00,GRAND CANAL DOCK,40,40,100.0
226284,75,2018-08-08 00:00:00,JAMES STREET,40,0,0.0
226296,75,2018-08-08 01:00:00,JAMES STREET,40,0,0.0
226308,75,2018-08-08 02:00:00,JAMES STREET,40,0,0.0
226320,75,2018-08-08 03:00:00,JAMES STREET,40,0,0.0
226332,75,2018-08-08 04:00:00,JAMES STREET,40,0,0.0
226344,75,2018-08-08 05:00:00,JAMES STREET,40,1,2.5
226356,75,2018-08-08 06:00:00,JAMES STREET,40,7,17.5
226368,75,2018-08-08 07:00:00,JAMES STREET,40,12,30.0
226380,75,2018-08-08 08:00:00,JAMES STREET,40,38,95.0
226392,75,2018-08-08 09:00:00,JAMES STREET,40,40,100.0
226404,75,2018-08-08 10:00:00,JAMES STREET,40,40,100.0
226416,75,2018-08-08 11:00:00,JAMES STREET,40,40,100.0
226428,75,2018-08-08 12:00:00,JAMES STREET,40,40,100.0
226440,75,2018-08-08 13:00:00,JAMES STREET,40,38,95.0
226452,75,2018-08-08 14:00:00,JAMES STREET,40,40,100.0
226464,75,2018-08-08 15:00:00,JAMES STREET,40,37,92.5
226476,75,2018-08-08 16:00:00,JAMES STREET,40,40,100.0
226488,75,2018-08-08 17:00:00,JAMES STREET,40,31,77.5
226500,75,2018-08-08 18:00:00,JAMES STREET,40,26,65.0
226512,75,2018-08-08 19:00:00,JAMES STREET,40,28,70.0
226524,75,2018-08-08 20:00:00,JAMES STREET,40,16,40.0
226536,75,2018-08-08 21:00:00,JAMES STREET,40,17,42.5
226548,75,2018-08-08 22:00:00,JAMES STREET,40,13,32.5
226560,75,2018-08-08 23:00:00,JAMES STREET,40,12,30.0
232908,98,2018-08-08 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
232920,98,2018-08-08 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
232932,98,2018-08-08 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
232944,98,2018-08-08 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
232956,98,2018-08-08 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
232968,98,2018-08-08 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
232980,98,2018-08-08 06:00:00,FREDERICK STREET SOUTH,40,39,97.5
232992,98,2018-08-08 07:00:00,FREDERICK STREET SOUTH,40,37,92.5
233004,98,2018-08-08 08:00:00,FREDERICK STREET SOUTH,40,38,95.0
233016,98,2018-08-08 09:00:00,FREDERICK STREET SOUTH,40,33,82.5
233028,98,2018-08-08 10:00:00,FREDERICK STREET SOUTH,40,26,65.0
233040,98,2018-08-08 11:00:00,FREDERICK STREET SOUTH,40,21,52.5
233052,98,2018-08-08 12:00:00,FREDERICK STREET SOUTH,40,14,35.0
233064,98,2018-08-08 13:00:00,FREDERICK STREET SOUTH,40,13,32.5
233076,98,2018-08-08 14:00:00,FREDERICK STREET SOUTH,40,14,35.0
233088,98,2018-08-08 15:00:00,FREDERICK STREET SOUTH,40,15,37.5
233100,98,2018-08-08 16:00:00,FREDERICK STREET SOUTH,40,18,45.0
233112,98,2018-08-08 17:00:00,FREDERICK STREET SOUTH,40,24,60.0
233124,98,2018-08-08 18:00:00,FREDERICK STREET SOUTH,40,28,70.0
233136,98,2018-08-08 19:00:00,FREDERICK STREET SOUTH,40,33,82.5
233148,98,2018-08-08 20:00:00,FREDERICK STREET SOUTH,40,34,85.0
233160,98,2018-08-08 21:00:00,FREDERICK STREET SOUTH,40,39,97.5
233172,98,2018-08-08 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
233184,98,2018-08-08 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
256236,69,2018-08-09 00:00:00,GRAND CANAL DOCK,40,40,100.0
256248,69,2018-08-09 01:00:00,GRAND CANAL DOCK,40,40,100.0
256260,69,2018-08-09 02:00:00,GRAND CANAL DOCK,40,40,100.0
256272,69,2018-08-09 03:00:00,GRAND CANAL DOCK,40,40,100.0
256284,69,2018-08-09 04:00:00,GRAND CANAL DOCK,40,40,100.0
256296,69,2018-08-09 05:00:00,GRAND CANAL DOCK,40,36,90.0
256308,69,2018-08-09 06:00:00,GRAND CANAL DOCK,40,26,65.0
256320,69,2018-08-09 07:00:00,GRAND CANAL DOCK,40,16,40.0
256332,69,2018-08-09 08:00:00,GRAND CANAL DOCK,40,4,10.0
256344,69,2018-08-09 09:00:00,GRAND CANAL DOCK,40,2,5.0
256356,69,2018-08-09 10:00:00,GRAND CANAL DOCK,40,20,50.0
256368,69,2018-08-09 11:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
256380,69,2018-08-09 12:00:00,GRAND CANAL DOCK,40,12,30.0
256392,69,2018-08-09 13:00:00,GRAND CANAL DOCK,40,7,17.5
256404,69,2018-08-09 14:00:00,GRAND CANAL DOCK,40,2,5.0
256416,69,2018-08-09 15:00:00,GRAND CANAL DOCK,40,9,22.5
256428,69,2018-08-09 16:00:00,GRAND CANAL DOCK,40,15,37.5
256440,69,2018-08-09 17:00:00,GRAND CANAL DOCK,40,38,95.0
256452,69,2018-08-09 18:00:00,GRAND CANAL DOCK,40,40,100.0
256464,69,2018-08-09 19:00:00,GRAND CANAL DOCK,40,40,100.0
256476,69,2018-08-09 20:00:00,GRAND CANAL DOCK,40,37,92.5
256488,69,2018-08-09 21:00:00,GRAND CANAL DOCK,40,36,90.0
256500,69,2018-08-09 22:00:00,GRAND CANAL DOCK,40,40,100.0
256512,69,2018-08-09 23:00:00,GRAND CANAL DOCK,40,40,100.0
257964,75,2018-08-09 00:00:00,JAMES STREET,40,11,27.500000000000004
257976,75,2018-08-09 01:00:00,JAMES STREET,40,11,27.500000000000004
257988,75,2018-08-09 02:00:00,JAMES STREET,40,11,27.500000000000004
258000,75,2018-08-09 03:00:00,JAMES STREET,40,11,27.500000000000004
258012,75,2018-08-09 04:00:00,JAMES STREET,40,11,27.500000000000004
258024,75,2018-08-09 05:00:00,JAMES STREET,40,12,30.0
258036,75,2018-08-09 06:00:00,JAMES STREET,40,16,40.0
258048,75,2018-08-09 07:00:00,JAMES STREET,40,18,45.0
258060,75,2018-08-09 08:00:00,JAMES STREET,40,38,95.0
258072,75,2018-08-09 09:00:00,JAMES STREET,40,40,100.0
258084,75,2018-08-09 10:00:00,JAMES STREET,40,40,100.0
258096,75,2018-08-09 11:00:00,JAMES STREET,40,40,100.0
258108,75,2018-08-09 12:00:00,JAMES STREET,40,40,100.0
258120,75,2018-08-09 13:00:00,JAMES STREET,40,40,100.0
258132,75,2018-08-09 14:00:00,JAMES STREET,40,35,87.5
258144,75,2018-08-09 15:00:00,JAMES STREET,40,37,92.5
258156,75,2018-08-09 16:00:00,JAMES STREET,40,39,97.5
258168,75,2018-08-09 17:00:00,JAMES STREET,40,18,45.0
258180,75,2018-08-09 18:00:00,JAMES STREET,40,11,27.500000000000004
258192,75,2018-08-09 19:00:00,JAMES STREET,40,12,30.0
258204,75,2018-08-09 20:00:00,JAMES STREET,40,8,20.0
258216,75,2018-08-09 21:00:00,JAMES STREET,40,5,12.5
258228,75,2018-08-09 22:00:00,JAMES STREET,40,0,0.0
258240,75,2018-08-09 23:00:00,JAMES STREET,40,0,0.0
264588,98,2018-08-09 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
264600,98,2018-08-09 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
264612,98,2018-08-09 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
264624,98,2018-08-09 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
264636,98,2018-08-09 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
264648,98,2018-08-09 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
264660,98,2018-08-09 06:00:00,FREDERICK STREET SOUTH,40,38,95.0
264672,98,2018-08-09 07:00:00,FREDERICK STREET SOUTH,40,34,85.0
264684,98,2018-08-09 08:00:00,FREDERICK STREET SOUTH,40,36,90.0
264696,98,2018-08-09 09:00:00,FREDERICK STREET SOUTH,40,30,75.0
264708,98,2018-08-09 10:00:00,FREDERICK STREET SOUTH,40,29,72.5
264720,98,2018-08-09 11:00:00,FREDERICK STREET SOUTH,40,27,67.5
264732,98,2018-08-09 12:00:00,FREDERICK STREET SOUTH,40,27,67.5
264744,98,2018-08-09 13:00:00,FREDERICK STREET SOUTH,40,20,50.0
264756,98,2018-08-09 14:00:00,FREDERICK STREET SOUTH,40,27,67.5
264768,98,2018-08-09 15:00:00,FREDERICK STREET SOUTH,40,26,65.0
264780,98,2018-08-09 16:00:00,FREDERICK STREET SOUTH,40,30,75.0
264792,98,2018-08-09 17:00:00,FREDERICK STREET SOUTH,40,30,75.0
264804,98,2018-08-09 18:00:00,FREDERICK STREET SOUTH,40,35,87.5
264816,98,2018-08-09 19:00:00,FREDERICK STREET SOUTH,40,35,87.5
264828,98,2018-08-09 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
264840,98,2018-08-09 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
264852,98,2018-08-09 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
264864,98,2018-08-09 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
287916,69,2018-08-10 00:00:00,GRAND CANAL DOCK,40,39,97.5
287928,69,2018-08-10 01:00:00,GRAND CANAL DOCK,40,39,97.5
287940,69,2018-08-10 02:00:00,GRAND CANAL DOCK,40,39,97.5
287952,69,2018-08-10 03:00:00,GRAND CANAL DOCK,40,39,97.5
287964,69,2018-08-10 04:00:00,GRAND CANAL DOCK,40,39,97.5
287976,69,2018-08-10 05:00:00,GRAND CANAL DOCK,40,32,80.0
287988,69,2018-08-10 06:00:00,GRAND CANAL DOCK,40,32,80.0
288000,69,2018-08-10 07:00:00,GRAND CANAL DOCK,40,8,20.0
288012,69,2018-08-10 08:00:00,GRAND CANAL DOCK,40,0,0.0
288024,69,2018-08-10 09:00:00,GRAND CANAL DOCK,40,1,2.5
288036,69,2018-08-10 10:00:00,GRAND CANAL DOCK,40,4,10.0
288048,69,2018-08-10 11:00:00,GRAND CANAL DOCK,40,7,17.5
288060,69,2018-08-10 12:00:00,GRAND CANAL DOCK,40,1,2.5
288072,69,2018-08-10 13:00:00,GRAND CANAL DOCK,40,4,10.0
288084,69,2018-08-10 14:00:00,GRAND CANAL DOCK,40,5,12.5
288096,69,2018-08-10 15:00:00,GRAND CANAL DOCK,40,4,10.0
288108,69,2018-08-10 16:00:00,GRAND CANAL DOCK,40,12,30.0
288120,69,2018-08-10 17:00:00,GRAND CANAL DOCK,40,38,95.0
288132,69,2018-08-10 18:00:00,GRAND CANAL DOCK,40,36,90.0
288144,69,2018-08-10 19:00:00,GRAND CANAL DOCK,40,39,97.5
288156,69,2018-08-10 20:00:00,GRAND CANAL DOCK,40,38,95.0
288168,69,2018-08-10 21:00:00,GRAND CANAL DOCK,40,40,100.0
288180,69,2018-08-10 22:00:00,GRAND CANAL DOCK,40,38,95.0
288192,69,2018-08-10 23:00:00,GRAND CANAL DOCK,40,35,87.5
289644,75,2018-08-10 00:00:00,JAMES STREET,40,0,0.0
289656,75,2018-08-10 01:00:00,JAMES STREET,40,0,0.0
289668,75,2018-08-10 02:00:00,JAMES STREET,40,0,0.0
289680,75,2018-08-10 03:00:00,JAMES STREET,40,0,0.0
289692,75,2018-08-10 04:00:00,JAMES STREET,40,0,0.0
289704,75,2018-08-10 05:00:00,JAMES STREET,40,1,2.5
289716,75,2018-08-10 06:00:00,JAMES STREET,40,3,7.5
289728,75,2018-08-10 07:00:00,JAMES STREET,40,6,15.0
289740,75,2018-08-10 08:00:00,JAMES STREET,40,23,57.49999999999999
289752,75,2018-08-10 09:00:00,JAMES STREET,40,40,100.0
289764,75,2018-08-10 10:00:00,JAMES STREET,40,34,85.0
289776,75,2018-08-10 11:00:00,JAMES STREET,40,37,92.5
289788,75,2018-08-10 12:00:00,JAMES STREET,40,39,97.5
289800,75,2018-08-10 13:00:00,JAMES STREET,40,37,92.5
289812,75,2018-08-10 14:00:00,JAMES STREET,40,33,82.5
289824,75,2018-08-10 15:00:00,JAMES STREET,40,32,80.0
289836,75,2018-08-10 16:00:00,JAMES STREET,40,22,55.00000000000001
289848,75,2018-08-10 17:00:00,JAMES STREET,40,18,45.0
289860,75,2018-08-10 18:00:00,JAMES STREET,40,12,30.0
289872,75,2018-08-10 19:00:00,JAMES STREET,40,10,25.0
289884,75,2018-08-10 20:00:00,JAMES STREET,40,8,20.0
289896,75,2018-08-10 21:00:00,JAMES STREET,40,9,22.5
289908,75,2018-08-10 22:00:00,JAMES STREET,40,9,22.5
289920,75,2018-08-10 23:00:00,JAMES STREET,40,9,22.5
296268,98,2018-08-10 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
296280,98,2018-08-10 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
296292,98,2018-08-10 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
296304,98,2018-08-10 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
296316,98,2018-08-10 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
296328,98,2018-08-10 05:00:00,FREDERICK STREET SOUTH,40,39,97.5
296340,98,2018-08-10 06:00:00,FREDERICK STREET SOUTH,40,37,92.5
296352,98,2018-08-10 07:00:00,FREDERICK STREET SOUTH,40,35,87.5
296364,98,2018-08-10 08:00:00,FREDERICK STREET SOUTH,40,38,95.0
296376,98,2018-08-10 09:00:00,FREDERICK STREET SOUTH,40,31,77.5
296388,98,2018-08-10 10:00:00,FREDERICK STREET SOUTH,40,33,82.5
296400,98,2018-08-10 11:00:00,FREDERICK STREET SOUTH,40,27,67.5
296412,98,2018-08-10 12:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
296424,98,2018-08-10 13:00:00,FREDERICK STREET SOUTH,40,8,20.0
296436,98,2018-08-10 14:00:00,FREDERICK STREET SOUTH,40,8,20.0
296448,98,2018-08-10 15:00:00,FREDERICK STREET SOUTH,40,7,17.5
296460,98,2018-08-10 16:00:00,FREDERICK STREET SOUTH,40,9,22.5
296472,98,2018-08-10 17:00:00,FREDERICK STREET SOUTH,40,12,30.0
296484,98,2018-08-10 18:00:00,FREDERICK STREET SOUTH,40,15,37.5
296496,98,2018-08-10 19:00:00,FREDERICK STREET SOUTH,40,12,30.0
296508,98,2018-08-10 20:00:00,FREDERICK STREET SOUTH,40,13,32.5
296520,98,2018-08-10 21:00:00,FREDERICK STREET SOUTH,40,27,67.5
296532,98,2018-08-10 22:00:00,FREDERICK STREET SOUTH,40,37,92.5
296544,98,2018-08-10 23:00:00,FREDERICK STREET SOUTH,40,39,97.5
319596,69,2018-08-11 00:00:00,GRAND CANAL DOCK,40,36,90.0
319608,69,2018-08-11 01:00:00,GRAND CANAL DOCK,40,36,90.0
319620,69,2018-08-11 02:00:00,GRAND CANAL DOCK,40,36,90.0
319632,69,2018-08-11 03:00:00,GRAND CANAL DOCK,40,36,90.0
319644,69,2018-08-11 04:00:00,GRAND CANAL DOCK,40,36,90.0
319656,69,2018-08-11 05:00:00,GRAND CANAL DOCK,40,35,87.5
319668,69,2018-08-11 06:00:00,GRAND CANAL DOCK,40,32,80.0
319680,69,2018-08-11 07:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
319692,69,2018-08-11 08:00:00,GRAND CANAL DOCK,40,25,62.5
319704,69,2018-08-11 09:00:00,GRAND CANAL DOCK,40,21,52.5
319716,69,2018-08-11 10:00:00,GRAND CANAL DOCK,40,21,52.5
319728,69,2018-08-11 11:00:00,GRAND CANAL DOCK,40,28,70.0
319740,69,2018-08-11 12:00:00,GRAND CANAL DOCK,40,28,70.0
319752,69,2018-08-11 13:00:00,GRAND CANAL DOCK,40,24,60.0
319764,69,2018-08-11 14:00:00,GRAND CANAL DOCK,40,34,85.0
319776,69,2018-08-11 15:00:00,GRAND CANAL DOCK,40,37,92.5
319788,69,2018-08-11 16:00:00,GRAND CANAL DOCK,40,38,95.0
319800,69,2018-08-11 17:00:00,GRAND CANAL DOCK,40,35,87.5
319812,69,2018-08-11 18:00:00,GRAND CANAL DOCK,40,35,87.5
319824,69,2018-08-11 19:00:00,GRAND CANAL DOCK,40,31,77.5
319836,69,2018-08-11 20:00:00,GRAND CANAL DOCK,40,36,90.0
319848,69,2018-08-11 21:00:00,GRAND CANAL DOCK,40,30,75.0
319860,69,2018-08-11 22:00:00,GRAND CANAL DOCK,40,30,75.0
319872,69,2018-08-11 23:00:00,GRAND CANAL DOCK,40,30,75.0
321324,75,2018-08-11 00:00:00,JAMES STREET,40,7,17.5
321336,75,2018-08-11 01:00:00,JAMES STREET,40,6,15.0
321348,75,2018-08-11 02:00:00,JAMES STREET,40,5,12.5
321360,75,2018-08-11 03:00:00,JAMES STREET,40,5,12.5
321372,75,2018-08-11 04:00:00,JAMES STREET,40,5,12.5
321384,75,2018-08-11 05:00:00,JAMES STREET,40,4,10.0
321396,75,2018-08-11 06:00:00,JAMES STREET,40,6,15.0
321408,75,2018-08-11 07:00:00,JAMES STREET,40,6,15.0
321420,75,2018-08-11 08:00:00,JAMES STREET,40,4,10.0
321432,75,2018-08-11 09:00:00,JAMES STREET,40,7,17.5
321444,75,2018-08-11 10:00:00,JAMES STREET,40,6,15.0
321456,75,2018-08-11 11:00:00,JAMES STREET,40,11,27.500000000000004
321468,75,2018-08-11 12:00:00,JAMES STREET,40,15,37.5
321480,75,2018-08-11 13:00:00,JAMES STREET,40,19,47.5
321492,75,2018-08-11 14:00:00,JAMES STREET,40,23,57.49999999999999
321504,75,2018-08-11 15:00:00,JAMES STREET,40,20,50.0
321516,75,2018-08-11 16:00:00,JAMES STREET,40,17,42.5
321528,75,2018-08-11 17:00:00,JAMES STREET,40,19,47.5
321540,75,2018-08-11 18:00:00,JAMES STREET,40,26,65.0
321552,75,2018-08-11 19:00:00,JAMES STREET,40,22,55.00000000000001
321564,75,2018-08-11 20:00:00,JAMES STREET,40,18,45.0
321576,75,2018-08-11 21:00:00,JAMES STREET,40,22,55.00000000000001
321588,75,2018-08-11 22:00:00,JAMES STREET,40,25,62.5
321600,75,2018-08-11 23:00:00,JAMES STREET,40,22,55.00000000000001
