,STATION ID,TIME,NAME,BIKE STANDS,AVAILABLE BIKE STANDS,Usage
448248,75,2018-08-15 17:00:00,JAMES STREET,40,37,92.5
448260,75,2018-08-15 18:00:00,JAMES STREET,40,36,90.0
448272,75,2018-08-15 19:00:00,JAMES STREET,40,35,87.5
448284,75,2018-08-15 20:00:00,JAMES STREET,40,32,80.0
448296,75,2018-08-15 21:00:00,JAMES STREET,40,34,85.0
448308,75,2018-08-15 22:00:00,JAMES STREET,40,30,75.0
448320,75,2018-08-15 23:00:00,JAMES STREET,40,28,70.0
454668,98,2018-08-15 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
454680,98,2018-08-15 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
454692,98,2018-08-15 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
454704,98,2018-08-15 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
454716,98,2018-08-15 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
454728,98,2018-08-15 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
454740,98,2018-08-15 06:00:00,FREDERICK STREET SOUTH,40,37,92.5
454752,98,2018-08-15 07:00:00,FREDERICK STREET SOUTH,40,36,90.0
454764,98,2018-08-15 08:00:00,FREDERICK STREET SOUTH,40,34,85.0
454776,98,2018-08-15 09:00:00,FREDERICK STREET SOUTH,40,19,47.5
454788,98,2018-08-15 10:00:00,FREDERICK STREET SOUTH,40,19,47.5
454800,98,2018-08-15 11:00:00,FREDERICK STREET SOUTH,40,18,45.0
454812,98,2018-08-15 12:00:00,FREDERICK STREET SOUTH,40,15,37.5
454824,98,2018-08-15 13:00:00,FREDERICK STREET SOUTH,40,11,27.500000000000004
454836,98,2018-08-15 14:00:00,FREDERICK STREET SOUTH,40,17,42.5
454848,98,2018-08-15 15:00:00,FREDERICK STREET SOUTH,40,14,35.0
454860,98,2018-08-15 16:00:00,FREDERICK STREET SOUTH,40,16,40.0
454872,98,2018-08-15 17:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
454884,98,2018-08-15 18:00:00,FREDERICK STREET SOUTH,40,31,77.5
454896,98,2018-08-15 19:00:00,FREDERICK STREET SOUTH,40,34,85.0
454908,98,2018-08-15 20:00:00,FREDERICK STREET SOUTH,40,37,92.5
454920,98,2018-08-15 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
454932,98,2018-08-15 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
454944,98,2018-08-15 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
477996,69,2018-08-16 00:00:00,GRAND CANAL DOCK,40,39,97.5
478008,69,2018-08-16 01:00:00,GRAND CANAL DOCK,40,39,97.5
478020,69,2018-08-16 02:00:00,GRAND CANAL DOCK,40,39,97.5
478032,69,2018-08-16 03:00:00,GRAND CANAL DOCK,40,39,97.5
478044,69,2018-08-16 04:00:00,GRAND CANAL DOCK,40,39,97.5
478056,69,2018-08-16 05:00:00,GRAND CANAL DOCK,40,34,85.0
478068,69,2018-08-16 06:00:00,GRAND CANAL DOCK,40,25,62.5
478080,69,2018-08-16 07:00:00,GRAND CANAL DOCK,40,0,0.0
478092,69,2018-08-16 08:00:00,GRAND CANAL DOCK,40,0,0.0
478104,69,2018-08-16 09:00:00,GRAND CANAL DOCK,40,0,0.0
478116,69,2018-08-16 10:00:00,GRAND CANAL DOCK,40,0,0.0
478128,69,2018-08-16 11:00:00,GRAND CANAL DOCK,40,0,0.0
478140,69,2018-08-16 12:00:00,GRAND CANAL DOCK,40,0,0.0
478152,69,2018-08-16 13:00:00,GRAND CANAL DOCK,40,0,0.0
478164,69,2018-08-16 14:00:00,GRAND CANAL DOCK,40,1,2.5
478176,69,2018-08-16 15:00:00,GRAND CANAL DOCK,40,6,15.0
478188,69,2018-08-16 16:00:00,GRAND CANAL DOCK,40,3,7.5
478200,69,2018-08-16 17:00:00,GRAND CANAL DOCK,40,36,90.0
478212,69,2018-08-16 18:00:00,GRAND CANAL DOCK,40,40,100.0
478224,69,2018-08-16 19:00:00,GRAND CANAL DOCK,40,37,92.5
478236,69,2018-08-16 20:00:00,GRAND CANAL DOCK,40,40,100.0
478248,69,2018-08-16 21:00:00,GRAND CANAL DOCK,40,34,85.0
478260,69,2018-08-16 22:00:00,GRAND CANAL DOCK,40,34,85.0
478272,69,2018-08-16 23:00:00,GRAND CANAL DOCK,40,31,77.5
479724,75,2018-08-16 00:00:00,JAMES STREET,40,27,67.5
479736,75,2018-08-16 01:00:00,JAMES STREET,40,27,67.5
479748,75,2018-08-16 02:00:00,JAMES STREET,40,27,67.5
479760,75,2018-08-16 03:00:00,JAMES STREET,40,27,67.5
479772,75,2018-08-16 04:00:00,JAMES STREET,40,27,67.5
479784,75,2018-08-16 05:00:00,JAMES STREET,40,30,75.0
479796,75,2018-08-16 06:00:00,JAMES STREET,40,30,75.0
479808,75,2018-08-16 07:00:00,JAMES STREET,40,32,80.0
479820,75,2018-08-16 08:00:00,JAMES STREET,40,38,95.0
479832,75,2018-08-16 09:00:00,JAMES STREET,40,39,97.5
479844,75,2018-08-16 10:00:00,JAMES STREET,40,39,97.5
479856,75,2018-08-16 11:00:00,JAMES STREET,40,38,95.0
479868,75,2018-08-16 12:00:00,JAMES STREET,40,39,97.5
479880,75,2018-08-16 13:00:00,JAMES STREET,40,38,95.0
479892,75,2018-08-16 14:00:00,JAMES STREET,40,39,97.5
479904,75,2018-08-16 15:00:00,JAMES STREET,40,37,92.5
479916,75,2018-08-16 16:00:00,JAMES STREET,40,37,92.5
479928,75,2018-08-16 17:00:00,JAMES STREET,40,31,77.5
479940,75,2018-08-16 18:00:00,JAMES STREET,40,23,57.49999999999999
479952,75,2018-08-16 19:00:00,JAMES STREET,40,22,55.00000000000001
479964,75,2018-08-16 20:00:00,JAMES STREET,40,26,65.0
479976,75,2018-08-16 21:00:00,JAMES STREET,40,21,52.5
479988,75,2018-08-16 22:00:00,JAMES STREET,40,16,40.0
480000,75,2018-08-16 23:00:00,JAMES STREET,40,9,22.5
486348,98,2018-08-16 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
486360,98,2018-08-16 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
486372,98,2018-08-16 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
486384,98,2018-08-16 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
486396,98,2018-08-16 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
486408,98,2018-08-16 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
486420,98,2018-08-16 06:00:00,FREDERICK STREET SOUTH,40,38,95.0
486432,98,2018-08-16 07:00:00,FREDERICK STREET SOUTH,40,34,85.0
486444,98,2018-08-16 08:00:00,FREDERICK STREET SOUTH,40,29,72.5
486456,98,2018-08-16 09:00:00,FREDERICK STREET SOUTH,40,17,42.5
486468,98,2018-08-16 10:00:00,FREDERICK STREET SOUTH,40,12,30.0
486480,98,2018-08-16 11:00:00,FREDERICK STREET SOUTH,40,7,17.5
486492,98,2018-08-16 12:00:00,FREDERICK STREET SOUTH,40,12,30.0
486504,98,2018-08-16 13:00:00,FREDERICK STREET SOUTH,40,16,40.0
486516,98,2018-08-16 14:00:00,FREDERICK STREET SOUTH,40,15,37.5
486528,98,2018-08-16 15:00:00,FREDERICK STREET SOUTH,40,15,37.5
486540,98,2018-08-16 16:00:00,FREDERICK STREET SOUTH,40,16,40.0
486552,98,2018-08-16 17:00:00,FREDERICK STREET SOUTH,40,27,67.5
486564,98,2018-08-16 18:00:00,FREDERICK STREET SOUTH,40,38,95.0
486576,98,2018-08-16 19:00:00,FREDERICK STREET SOUTH,40,40,100.0
486588,98,2018-08-16 20:00:00,FREDERICK STREET SOUTH,40,40,100.0
486600,98,2018-08-16 21:00:00,FREDERICK STREET SOUTH,40,40,100.0
486612,98,2018-08-16 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
486624,98,2018-08-16 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
509676,69,2018-08-17 00:00:00,GRAND CANAL DOCK,40,29,72.5
509688,69,2018-08-17 01:00:00,GRAND CANAL DOCK,40,29,72.5
509700,69,2018-08-17 02:00:00,GRAND CANAL DOCK,40,29,72.5
509712,69,2018-08-17 03:00:00,GRAND CANAL DOCK,40,29,72.5
509724,69,2018-08-17 04:00:00,GRAND CANAL DOCK,40,29,72.5
509736,69,2018-08-17 05:00:00,GRAND CANAL DOCK,40,25,62.5
509748,69,2018-08-17 06:00:00,GRAND CANAL DOCK,40,16,40.0
509760,69,2018-08-17 07:00:00,GRAND CANAL DOCK,40,16,40.0
509772,69,2018-08-17 08:00:00,GRAND CANAL DOCK,40,0,0.0
509784,69,2018-08-17 09:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
509796,69,2018-08-17 10:00:00,GRAND CANAL DOCK,40,5,12.5
509808,69,2018-08-17 11:00:00,GRAND CANAL DOCK,40,8,20.0
509820,69,2018-08-17 12:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
509832,69,2018-08-17 13:00:00,GRAND CANAL DOCK,40,18,45.0
509844,69,2018-08-17 14:00:00,GRAND CANAL DOCK,40,12,30.0
509856,69,2018-08-17 15:00:00,GRAND CANAL DOCK,40,15,37.5
509868,69,2018-08-17 16:00:00,GRAND CANAL DOCK,40,26,65.0
509880,69,2018-08-17 17:00:00,GRAND CANAL DOCK,40,36,90.0
509892,69,2018-08-17 18:00:00,GRAND CANAL DOCK,40,39,97.5
509904,69,2018-08-17 19:00:00,GRAND CANAL DOCK,40,38,95.0
509916,69,2018-08-17 20:00:00,GRAND CANAL DOCK,40,40,100.0
509928,69,2018-08-17 21:00:00,GRAND CANAL DOCK,40,37,92.5
509940,69,2018-08-17 22:00:00,GRAND CANAL DOCK,40,40,100.0
509952,69,2018-08-17 23:00:00,GRAND CANAL DOCK,40,37,92.5
511404,75,2018-08-17 00:00:00,JAMES STREET,40,7,17.5
511416,75,2018-08-17 01:00:00,JAMES STREET,40,7,17.5
511428,75,2018-08-17 02:00:00,JAMES STREET,40,7,17.5
511440,75,2018-08-17 03:00:00,JAMES STREET,40,7,17.5
511452,75,2018-08-17 04:00:00,JAMES STREET,40,7,17.5
511464,75,2018-08-17 05:00:00,JAMES STREET,40,10,25.0
511476,75,2018-08-17 06:00:00,JAMES STREET,40,13,32.5
511488,75,2018-08-17 07:00:00,JAMES STREET,40,17,42.5
511500,75,2018-08-17 08:00:00,JAMES STREET,40,30,75.0
511512,75,2018-08-17 09:00:00,JAMES STREET,40,34,85.0
511524,75,2018-08-17 10:00:00,JAMES STREET,40,36,90.0
511536,75,2018-08-17 11:00:00,JAMES STREET,40,34,85.0
511548,75,2018-08-17 12:00:00,JAMES STREET,40,36,90.0
511560,75,2018-08-17 13:00:00,JAMES STREET,40,36,90.0
511572,75,2018-08-17 14:00:00,JAMES STREET,40,39,97.5
511584,75,2018-08-17 15:00:00,JAMES STREET,40,38,95.0
511596,75,2018-08-17 16:00:00,JAMES STREET,40,32,80.0
511608,75,2018-08-17 17:00:00,JAMES STREET,40,25,62.5
511620,75,2018-08-17 18:00:00,JAMES STREET,40,23,57.49999999999999
511632,75,2018-08-17 19:00:00,JAMES STREET,40,16,40.0
511644,75,2018-08-17 20:00:00,JAMES STREET,40,18,45.0
511656,75,2018-08-17 21:00:00,JAMES STREET,40,18,45.0
511668,75,2018-08-17 22:00:00,JAMES STREET,40,14,35.0
511680,75,2018-08-17 23:00:00,JAMES STREET,40,12,30.0
518028,98,2018-08-17 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
518040,98,2018-08-17 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
518052,98,2018-08-17 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
518064,98,2018-08-17 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
518076,98,2018-08-17 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
518088,98,2018-08-17 05:00:00,FREDERICK STREET SOUTH,40,39,97.5
518100,98,2018-08-17 06:00:00,FREDERICK STREET SOUTH,40,36,90.0
518112,98,2018-08-17 07:00:00,FREDERICK STREET SOUTH,40,34,85.0
518124,98,2018-08-17 08:00:00,FREDERICK STREET SOUTH,40,27,67.5
518136,98,2018-08-17 09:00:00,FREDERICK STREET SOUTH,40,16,40.0
518148,98,2018-08-17 10:00:00,FREDERICK STREET SOUTH,40,16,40.0
518160,98,2018-08-17 11:00:00,FREDERICK STREET SOUTH,40,14,35.0
518172,98,2018-08-17 12:00:00,FREDERICK STREET SOUTH,40,15,37.5
518184,98,2018-08-17 13:00:00,FREDERICK STREET SOUTH,40,12,30.0
518196,98,2018-08-17 14:00:00,FREDERICK STREET SOUTH,40,16,40.0
518208,98,2018-08-17 15:00:00,FREDERICK STREET SOUTH,40,15,37.5
518220,98,2018-08-17 16:00:00,FREDERICK STREET SOUTH,40,24,60.0
518232,98,2018-08-17 17:00:00,FREDERICK STREET SOUTH,40,28,70.0
518244,98,2018-08-17 18:00:00,FREDERICK STREET SOUTH,40,27,67.5
518256,98,2018-08-17 19:00:00,FREDERICK STREET SOUTH,40,34,85.0
518268,98,2018-08-17 20:00:00,FREDERICK STREET SOUTH,40,36,90.0
518280,98,2018-08-17 21:00:00,FREDERICK STREET SOUTH,40,38,95.0
518292,98,2018-08-17 22:00:00,FREDERICK STREET SOUTH,40,40,100.0
518304,98,2018-08-17 23:00:00,FREDERICK STREET SOUTH,40,40,100.0
541356,69,2018-08-18 00:00:00,GRAND CANAL DOCK,40,38,95.0
541368,69,2018-08-18 01:00:00,GRAND CANAL DOCK,40,38,95.0
541380,69,2018-08-18 02:00:00,GRAND CANAL DOCK,40,38,95.0
541392,69,2018-08-18 03:00:00,GRAND CANAL DOCK,40,38,95.0
541404,69,2018-08-18 04:00:00,GRAND CANAL DOCK,40,38,95.0
541416,69,2018-08-18 05:00:00,GRAND CANAL DOCK,40,36,90.0
541428,69,2018-08-18 06:00:00,GRAND CANAL DOCK,40,32,80.0
541440,69,2018-08-18 07:00:00,GRAND CANAL DOCK,40,25,62.5
541452,69,2018-08-18 08:00:00,GRAND CANAL DOCK,40,21,52.5
541464,69,2018-08-18 09:00:00,GRAND CANAL DOCK,40,19,47.5
541476,69,2018-08-18 10:00:00,GRAND CANAL DOCK,40,18,45.0
541488,69,2018-08-18 11:00:00,GRAND CANAL DOCK,40,14,35.0
541500,69,2018-08-18 12:00:00,GRAND CANAL DOCK,40,27,67.5
541512,69,2018-08-18 13:00:00,GRAND CANAL DOCK,40,36,90.0
541524,69,2018-08-18 14:00:00,GRAND CANAL DOCK,40,40,100.0
541536,69,2018-08-18 15:00:00,GRAND CANAL DOCK,40,33,82.5
541548,69,2018-08-18 16:00:00,GRAND CANAL DOCK,40,38,95.0
541560,69,2018-08-18 17:00:00,GRAND CANAL DOCK,40,39,97.5
541572,69,2018-08-18 18:00:00,GRAND CANAL DOCK,40,40,100.0
541584,69,2018-08-18 19:00:00,GRAND CANAL DOCK,40,34,85.0
541596,69,2018-08-18 20:00:00,GRAND CANAL DOCK,40,38,95.0
541608,69,2018-08-18 21:00:00,GRAND CANAL DOCK,40,32,80.0
541620,69,2018-08-18 22:00:00,GRAND CANAL DOCK,40,33,82.5
541632,69,2018-08-18 23:00:00,GRAND CANAL DOCK,40,32,80.0
543084,75,2018-08-18 00:00:00,JAMES STREET,40,11,27.500000000000004
543096,75,2018-08-18 01:00:00,JAMES STREET,40,11,27.500000000000004
543108,75,2018-08-18 02:00:00,JAMES STREET,40,11,27.500000000000004
543120,75,2018-08-18 03:00:00,JAMES STREET,40,11,27.500000000000004
543132,75,2018-08-18 04:00:00,JAMES STREET,40,11,27.500000000000004
543144,75,2018-08-18 05:00:00,JAMES STREET,40,11,27.500000000000004
543156,75,2018-08-18 06:00:00,JAMES STREET,40,12,30.0
543168,75,2018-08-18 07:00:00,JAMES STREET,40,12,30.0
543180,75,2018-08-18 08:00:00,JAMES STREET,40,10,25.0
543192,75,2018-08-18 09:00:00,JAMES STREET,40,12,30.0
543204,75,2018-08-18 10:00:00,JAMES STREET,40,13,32.5
543216,75,2018-08-18 11:00:00,JAMES STREET,40,16,40.0
543228,75,2018-08-18 12:00:00,JAMES STREET,40,17,42.5
543240,75,2018-08-18 13:00:00,JAMES STREET,40,15,37.5
543252,75,2018-08-18 14:00:00,JAMES STREET,40,15,37.5
543264,75,2018-08-18 15:00:00,JAMES STREET,40,17,42.5
543276,75,2018-08-18 16:00:00,JAMES STREET,40,12,30.0
543288,75,2018-08-18 17:00:00,JAMES STREET,40,10,25.0
543300,75,2018-08-18 18:00:00,JAMES STREET,40,10,25.0
543312,75,2018-08-18 19:00:00,JAMES STREET,40,8,20.0
543324,75,2018-08-18 20:00:00,JAMES STREET,40,5,12.5
543336,75,2018-08-18 21:00:00,JAMES STREET,40,4,10.0
543348,75,2018-08-18 22:00:00,JAMES STREET,40,0,0.0
543360,75,2018-08-18 23:00:00,JAMES STREET,40,1,2.5
549708,98,2018-08-18 00:00:00,FREDERICK STREET SOUTH,40,40,100.0
549720,98,2018-08-18 01:00:00,FREDERICK STREET SOUTH,40,40,100.0
549732,98,2018-08-18 02:00:00,FREDERICK STREET SOUTH,40,40,100.0
549744,98,2018-08-18 03:00:00,FREDERICK STREET SOUTH,40,40,100.0
549756,98,2018-08-18 04:00:00,FREDERICK STREET SOUTH,40,40,100.0
549768,98,2018-08-18 05:00:00,FREDERICK STREET SOUTH,40,40,100.0
549780,98,2018-08-18 06:00:00,FREDERICK STREET SOUTH,40,40,100.0
549792,98,2018-08-18 07:00:00,FREDERICK STREET SOUTH,40,39,97.5
549804,98,2018-08-18 08:00:00,FREDERICK STREET SOUTH,40,39,97.5
549816,98,2018-08-18 09:00:00,FREDERICK STREET SOUTH,40,38,95.0
549828,98,2018-08-18 10:00:00,FREDERICK STREET SOUTH,40,36,90.0
549840,98,2018-08-18 11:00:00,FREDERICK STREET SOUTH,40,35,87.5
549852,98,2018-08-18 12:00:00,FREDERICK STREET SOUTH,40,33,82.5
549864,98,2018-08-18 13:00:00,FREDERICK STREET SOUTH,40,28,70.0
549876,98,2018-08-18 14:00:00,FREDERICK STREET SOUTH,40,26,65.0
549888,98,2018-08-18 15:00:00,FREDERICK STREET SOUTH,40,19,47.5
549900,98,2018-08-18 16:00:00,FREDERICK STREET SOUTH,40,23,57.49999999999999
549912,98,2018-08-18 17:00:00,FREDERICK STREET SOUTH,40,25,62.5
549924,98,2018-08-18 18:00:00,FREDERICK STREET SOUTH,40,27,67.5
549936,98,2018-08-18 19:00:00,FREDERICK STREET SOUTH,40,28,70.0
549948,98,2018-08-18 20:00:00,FREDERICK STREET SOUTH,40,31,77.5
549960,98,2018-08-18 21:00:00,FREDERICK STREET SOUTH,40,31,77.5
549972,98,2018-08-18 22:00:00,FREDERICK STREET SOUTH,40,32,80.0
549984,98,2018-08-18 23:00:00,FREDERICK STREET SOUTH,40,34,85.0
573036,69,2018-08-19 00:00:00,GRAND CANAL DOCK,40,37,92.5
573048,69,2018-08-19 01:00:00,GRAND CANAL DOCK,40,37,92.5
573060,69,2018-08-19 02:00:00,GRAND CANAL DOCK,40,37,92.5
573072,69,2018-08-19 03:00:00,GRAND CANAL DOCK,40,37,92.5
573084,69,2018-08-19 04:00:00,GRAND CANAL DOCK,40,37,92.5
573096,69,2018-08-19 05:00:00,GRAND CANAL DOCK,40,37,92.5
573108,69,2018-08-19 06:00:00,GRAND CANAL DOCK,40,38,95.0
573120,69,2018-08-19 07:00:00,GRAND CANAL DOCK,40,38,95.0
573132,69,2018-08-19 08:00:00,GRAND CANAL DOCK,40,34,85.0
573144,69,2018-08-19 09:00:00,GRAND CANAL DOCK,40,34,85.0
573156,69,2018-08-19 10:00:00,GRAND CANAL DOCK,40,36,90.0
573168,69,2018-08-19 11:00:00,GRAND CANAL DOCK,40,35,87.5
573180,69,2018-08-19 12:00:00,GRAND CANAL DOCK,40,34,85.0
573192,69,2018-08-19 13:00:00,GRAND CANAL DOCK,40,38,95.0
573204,69,2018-08-19 14:00:00,GRAND CANAL DOCK,40,37,92.5
573216,69,2018-08-19 15:00:00,GRAND CANAL DOCK,40,32,80.0
573228,69,2018-08-19 16:00:00,GRAND CANAL DOCK,40,30,75.0
573240,69,2018-08-19 17:00:00,GRAND CANAL DOCK,40,33,82.5
573252,69,2018-08-19 18:00:00,GRAND CANAL DOCK,40,31,77.5
573264,69,2018-08-19 19:00:00,GRAND CANAL DOCK,40,22,55.00000000000001
573276,69,2018-08-19 20:00:00,GRAND CANAL DOCK,40,21,52.5
573288,69,2018-08-19 21:00:00,GRAND CANAL DOCK,40,20,50.0
573300,69,2018-08-19 22:00:00,GRAND CANAL DOCK,40,12,30.0
573312,69,2018-08-19 23:00:00,GRAND CANAL DOCK,40,11,27.500000000000004
574764,75,2018-08-19 00:00:00,JAMES STREET,40,0,0.0
574776,75,2018-08-19 01:00:00,JAMES STREET,40,0,0.0
574788,75,2018-08-19 02:00:00,JAMES STREET,40,0,0.0
574800,75,2018-08-19 03:00:00,JAMES STREET,40,0,0.0
574812,75,2018-08-19 04:00:00,JAMES STREET,40,0,0.0
574824,75,2018-08-19 05:00:00,JAMES STREET,40,0,0.0
574836,75,2018-08-19 06:00:00,JAMES STREET,40,1,2.5
574848,75,2018-08-19 07:00:00,JAMES STREET,40,1,2.5
574860,75,2018-08-19 08:00:00,JAMES STREET,40,1,2.5
574872,75,2018-08-19 09:00:00,JAMES STREET,40,2,5.0
574884,75,2018-08-19 10:00:00,JAMES STREET,40,3,7.5
574896,75,2018-08-19 11:00:00,JAMES STREET,40,6,15.0
574908,75,2018-08-19 12:00:00,JAMES STREET,40,11,27.500000000000004
574920,75,2018-08-19 13:00:00,JAMES STREET,40,16,40.0
574932,75,2018-08-19 14:00:00,JAMES STREET,40,22,55.00000000000001
574944,75,2018-08-19 15:00:00,JAMES STREET,40,18,45.0
574956,75,2018-08-19 16:00:00,JAMES STREET,40,20,50.0
574968,75,2018-08-19 17:00:00,JAMES STREET,40,22,55.00000000000001
574980,75,2018-08-19 18:00:00,JAMES STREET,40,30,75.0
574992,75,2018-08-19 19:00:00,JAMES STREET,40,27,67.5
575004,75,2018-08-19 20:00:00,JAMES STREET,40,27,67.5
575016,75,2018-08-19 21:00:00,JAMES STREET,40,27,67.5
575028,75,2018-08-19 22:00:00,JAMES STREET,40,22,55.00000000000001
575040,75,2018-08-19 23:00:00,JAMES STREET,40,21,52.5
581388,98,2018-08-19 00:00:00,FREDERICK STREET SOUTH,40,34,85.0
581400,98,2018-08-19 01:00:00,FREDERICK STREET SOUTH,40,34,85.0
581412,98,2018-08-19 02:00:00,FREDERICK STREET SOUTH,40,34,85.0
581424,98,2018-08-19 03:00:00,FREDERICK STREET SOUTH,40,34,85.0
581436,98,2018-08-19 04:00:00,FREDERICK STREET SOUTH,40,34,85.0
581448,98,2018-08-19 05:00:00,FREDERICK STREET SOUTH,40,35,87.5
581460,98,2018-08-19 06:00:00,FREDERICK STREET SOUTH,40,35,87.5
581472,98,2018-08-19 07:00:00,FREDERICK STREET SOUTH,40,37,92.5
581484,98,2018-08-19 08:00:00,FREDERICK STREET SOUTH,40,34,85.0
581496,98,2018-08-19 09:00:00,FREDERICK STREET SOUTH,40,33,82.5
581508,98,2018-08-19 10:00:00,FREDERICK STREET SOUTH,40,33,82.5
581520,98,2018-08-19 11:00:00,FREDERICK STREET SOUTH,40,28,70.0
581532,98,2018-08-19 12:00:00,FREDERICK STREET SOUTH,40,22,55.00000000000001
581544,98,2018-08-19 13:00:00,FREDERICK STREET SOUTH,40,10,25.0
581556,98,2018-08-19 14:00:00,FREDERICK STREET SOUTH,40,3,7.5
581568,98,2018-08-19 15:00:00,FREDERICK STREET SOUTH,40,3,7.5
581580,98,2018-08-19 16:00:00,FREDERICK STREET SOUTH,40,2,5.0
581592,98,2018-08-19 17:00:00,FREDERICK STREET SOUTH,40,1,2.5
581604,98,2018-08-19 18:00:00,FREDERICK STREET SOUTH,40,2,5.0
581616,98,2018-08-19 19:00:00,FREDERICK STREET SOUTH,40,3,7.5
581628,98,2018-08-19 20:00:00,FREDERICK STREET SOUTH,40,3,7.5
581640,98,2018-08-19 21:00:00,FREDERICK STREET SOUTH,40,3,7.5
581652,98,2018-08-19 22:00:00,FREDERICK STREET SOUTH,40,3,7.5
581664,98,2018-08-19 23:00:00,FREDERICK STREET SOUTH,40,5,12.5
604716,69,2018-08-20 00:00:00,GRAND CANAL DOCK,40,9,22.5
604728,69,2018-08-20 01:00:00,GRAND CANAL DOCK,40,9,22.5
604740,69,2018-08-20 02:00:00,GRAND CANAL DOCK,40,9,22.5
604752,69,2018-08-20 03:00:00,GRAND CANAL DOCK,40,9,22.5
604764,69,2018-08-20 04:00:00,GRAND CANAL DOCK,40,9,22.5
604776,69,2018-08-20 05:00:00,GRAND CANAL DOCK,40,4,10.0
604788,69,2018-08-20 06:00:00,GRAND CANAL DOCK,40,9,22.5
604800,69,2018-08-20 07:00:00,GRAND CANAL DOCK,40,0,0.0
604812,69,2018-08-20 08:00:00,GRAND CANAL DOCK,40,0,0.0
604824,69,2018-08-20 09:00:00,GRAND CANAL DOCK,40,1,2.5
604836,69,2018-08-20 10:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
604848,69,2018-08-20 11:00:00,GRAND CANAL DOCK,40,19,47.5
604860,69,2018-08-20 12:00:00,GRAND CANAL DOCK,40,23,57.49999999999999
604872,69,2018-08-20 13:00:00,GRAND CANAL DOCK,40,12,30.0
604884,69,2018-08-20 14:00:00,GRAND CANAL DOCK,40,8,20.0
604896,69,2018-08-20 15:00:00,GRAND CANAL DOCK,40,12,30.0
604908,69,2018-08-20 16:00:00,GRAND CANAL DOCK,40,21,52.5
604920,69,2018-08-20 17:00:00,GRAND CANAL DOCK,40,39,97.5
604932,69,2018-08-20 18:00:00,GRAND CANAL DOCK,40,38,95.0
604944,69,2018-08-20 19:00:00,GRAND CANAL DOCK,40,38,95.0
604956,69,2018-08-20 20:00:00,GRAND CANAL DOCK,40,33,82.5
604968,69,2018-08-20 21:00:00,GRAND CANAL DOCK,40,30,75.0
604980,69,2018-08-20 22:00:00,GRAND CANAL DOCK,40,29,72.5
604992,69,2018-08-20 23:00:00,GRAND CANAL DOCK,40,30,75.0
606444,75,2018-08-20 00:00:00,JAMES STREET,40,20,50.0
606456,75,2018-08-20 01:00:00,JAMES STREET,40,20,50.0
606468,75,2018-08-20 02:00:00,JAMES STREET,40,20,50.0
606480,75,2018-08-20 03:00:00,JAMES STREET,40,20,50.0
606492,75,2018-08-20 04:00:00,JAMES STREET,40,20,50.0
606504,75,2018-08-20 05:00:00,JAMES STREET,40,21,52.5
606516,75,2018-08-20 06:00:00,JAMES STREET,40,24,60.0
606528,75,2018-08-20 07:00:00,JAMES STREET,40,38,95.0
606540,75,2018-08-20 08:00:00,JAMES STREET,40,39,97.5
606552,75,2018-08-20 09:00:00,JAMES STREET,40,38,95.0
606564,75,2018-08-20 10:00:00,JAMES STREET,40,36,90.0
606576,75,2018-08-20 11:00:00,JAMES STREET,40,38,95.0
606588,75,2018-08-20 12:00:00,JAMES STREET,40,39,97.5
606600,75,2018-08-20 13:00:00,JAMES STREET,40,38,95.0
606612,75,2018-08-20 14:00:00,JAMES STREET,40,39,97.5
606624,75,2018-08-20 15:00:00,JAMES STREET,40,32,80.0
606636,75,2018-08-20 16:00:00,JAMES STREET,40,34,85.0
606648,75,2018-08-20 17:00:00,JAMES STREET,40,29,72.5
606660,75,2018-08-20 18:00:00,JAMES STREET,40,21,52.5
606672,75,2018-08-20 19:00:00,JAMES STREET,40,15,37.5
606684,75,2018-08-20 20:00:00,JAMES STREET,40,15,37.5
606696,75,2018-08-20 21:00:00,JAMES STREET,40,17,42.5
